# reform1990.tsv
#
# Old/new spelling pairs from the 1990 French orthographic reform
# ("Rectifications orthographiques du français"), sourced from the French
# Wiktionnaire annex page "Annexe:Rectifications orthographiques du français
# en 1990" (https://fr.wiktionary.org/wiki/Annexe:Rectifications_orthographiques_du_fran%C3%A7ais_en_1990,
# CC BY-SA) and cross-checked against the reform's own rule text (exceptions
# such as sûr/sûre keeping the circumflex are documented in that same page).
#
# Coverage: category 5 (accent grave replacing aigu, e.g. événement -> évènement),
# category 6 (circumflex removed from i/u, e.g. boîte -> boite), category 7 (tréma
# repositioned/added, e.g. aiguë -> aigüe), category 9 (-illier/-illière loses its "i",
# e.g. quincaillier -> quincailler), category 10 (-olle/-otter consonant doubling
# reduced, e.g. cocotter -> cocoter), category 12 (autres rectifications, a grab-bag of
# idiosyncratic per-word fixes, e.g. nénuphar -> nénufar) are populated here as sourced
# old/new pairs. Category 8 (-eler/-eter verb conjugation, e.g. amoncelle -> amoncèle)
# is NOT a static pair table -- it's implemented programmatically in lexique.py
# (loadElerEterQualifyingVerbs()) since it covers ~124 verbs generatively from Verbiste
# conjugation data rather than needing each conjugated form listed individually; see
# scratch/reform1990/STATUS.md for that mechanism's sourcing and validation, including a
# known gap (interpeller/interpeler, documented as an exception row below).
# Categories 2/4 (pluriels de mots composés, mots soudés) are NOT represented: ALL of
# their target words are hyphenated compounds, and hyphenated words never survive
# lexique.py's syllable-breakdown filter into LexiqueMixte.tsv at all (confirmed: 0
# hyphenated rows in the committed output), so there is nothing for an ortho-rewrite
# mechanism to touch even if built. Two categories (numéraux composés, participe passé de
# "laisser") are phrase/syntax-level rules with no row-level hook in a word lexicon at
# all -- see the two placeholder rows at the end, kept for completeness only.
#
# Category 3 (mots empruntés/loanwords) splits into two independent sub-categories,
# since a loanword can need either, both, or neither:
#   - "mots_empruntes_accent" -- the reform adds a French accent to a bare loanword
#     letter (e.g. arboretum -> arborétum). Mechanically identical to the other
#     accent-diacritic categories above: a single-character substitution/insertion,
#     appliesToOrthoRewrite=true, generalizes across the word's whole family exactly
#     like circonflexe/accent_grave/trema. Old spellings were found by trying every
#     accent-stripping of the sourced new spelling and checking corpus attestation
#     (scratch/reform1990/cat3_extract.py), same "corpus already has both spellings"
#     philosophy as the other categories.
#   - "mots_empruntes_pluriel" -- the reform regularizes an irregular/foreign plural to
#     a plain French "-s" (e.g. un match, des matches -> des matchs). This is NOT a
#     single-character edit (barmen -> barmans, curricula -> curriculums are whole-suffix
#     replacements) and does NOT touch the singular row at all -- appliesToPluralRewrite
#     is a separate boolean/mechanism (lexique.py's loadReform1990PluralRewrites()) that
#     does a literal ortho match-and-replace restricted to number=="p" rows. Pairs were
#     only accepted where Lexique383 already has BOTH the reform's stated new plural
#     (from the Wiktionnaire subpage) AND some other, differing plural spelling under the
#     same lemme+number="p" (that differing spelling is the corpus's actual irregular
#     plural, not guessed) -- same "both independently attested" discipline as the rest
#     of this file, plus a gramCat/gender check per pair (see bêtasses/nues below for the
#     two danger cases that check caught).
#
# appliesToOrthoRewrite's transform is a single-character edit (substitution, deletion,
# OR insertion -- see lexique.py's computeSingleEditRule()) applied to a word's whole
# family (every corpus row sharing its lemme, or its exact ortho as a fallback for
# irregular forms like participles). Pairs needing a multi-character edit (e.g.
# nénuphar/nénufar's "ph"->"f", not a single insertion/deletion) are recorded here for
# completeness but NOT automated -- appliesToOrthoRewrite=False with a note explaining
# why, same treatment as an unattested pair.
#
# Candidate pairs were only accepted here when BOTH the old and new spelling
# are independently attested as real words in resources/Lexique383.tsv (see
# scratch/reform1990/match_reform_pairs.py's weighted-edit-distance matcher)
# -- a reform spelling that never appears in the corpus can't cause a lemma
# clash in lexique.py either way, so it's out of scope for
# appliesToLemmeNormalization/appliesToOrthoRewrite even when the pair is
# real (see category "trema").
#
# appliesToLemmeNormalization=true rows are the ones lexique.py's optional
# APPLY_1990_REFORM_LEMMES pass (see spellingVariantLemme) merges old->new.
# appliesToOrthoRewrite=true rows are the ones lexique.py's optional
# APPLY_1990_REFORM_ORTHO pass rewrites in place -- every corpus row whose
# ortho/lemme belongs to that word's family gets its ortho (and orthosyll_cv)
# updated to the new spelling, not just rows that already collide with an
# existing new-spelling row. This is what makes LexiqueMixte.tsv generative
# under the new norm instead of merely collision-free.
# appliesToPluralRewrite=true rows are the ones lexique.py's optional
# APPLY_1990_REFORM_EMPRUNT_PLURIEL pass rewrites -- a literal ortho match-and-replace
# on number=="p" rows only (oldSpelling here IS the full irregular plural form, not a
# lemme or a singular). Independent of the other three flags.
# isException=true rows must NOT be merged or rewritten -- either a
# documented reform exception (sûr/sûre keeps its circumflex) or a homograph
# collision with an unrelated, more common word (mûre/mure, fût/fut,
# faîte/faite) found during manual review, since automatic gramCat-overlap
# filtering proved unreliable (it both missed real collisions and flagged
# genuine pairs as false positives -- see scratch/reform1990/STATUS.md for
# the full comparison).
#
oldSpelling	newSpelling	category	appliesToLemmeNormalization	appliesToOrthoRewrite	appliesToPluralRewrite	isException	note
boîte	boite	circonflexe	True	True	False	False	
croît	croit	circonflexe	False	False	False	True	homograph collision found during ortho-rewrite verification: Lexique383 has two distinct-lemma rows both spelled "croît" (NOM "le croît" = growth/increase, and VER 3rd-pers. présent of croître = "it grows"); rewriting only the NOM row to "croit" would newly collide with the far more common "croit" (VER, croire = believes) while leaving "il croît" untouched -- same class of issue as fût/faîte/mûre, and "croît" NOM is essentially unused (freq ~0) so nothing is lost by excepting it
dessoûler	dessouler	circonflexe	True	True	False	False	
faîne	faine	circonflexe	True	True	False	False	
faîte	faite	circonflexe	False	False	False	True	homograph collision: "faite" is the extremely common fem. past participle of faire
fût	fut	circonflexe	False	False	False	True	homograph collision: "fut" is the standard passé-simple of être ("il fut")
île	ile	circonflexe	False	False	False	True	already handled by lexique.py's existing spellingVariantLemme entry ("ile" -> "île", opposite direction, frequency-driven -- excluded here to avoid a directional conflict
mû	mu	circonflexe	True	True	False	False	
mûre	mure	circonflexe	False	False	False	True	homograph collision: "mure" is a conjugated form of murer ("to wall up")
soûl	soul	circonflexe	True	True	False	False	
sûre	sure	circonflexe	False	False	False	True	documented Académie exception: circumflex is explicitly kept on sûr/sûrs/sûre/sûres because "sure" already means something else (sour/tart)
allégement	allègement	accent_grave	True	True	False	False	
allégrement	allègrement	accent_grave	True	True	False	False	
empiétement	empiètement	accent_grave	True	True	False	False	
piétement	piètement	accent_grave	True	True	False	False	
événement	évènement	accent_grave	True	True	False	False	
événementiel	évènementiel	accent_grave	True	True	False	False	
aiguë	aigüe	trema	False	False	False	False	new spelling not present in Lexique383 corpus, no lemma clash possible
ambiguïté	ambigüité	trema	False	False	False	False	new spelling not present in Lexique383 corpus, no lemma clash possible
arguer	argüer	trema	False	False	False	False	new spelling not present in Lexique383 corpus, no lemma clash possible
bringeure	bringeüre	trema	False	False	False	False	neither spelling present in Lexique383 corpus
chargeure	chargeüre	trema	False	False	False	False	neither spelling present in Lexique383 corpus
égrugeure	égrugeüre	trema	False	False	False	False	neither spelling present in Lexique383 corpus
gageure	gageüre	trema	False	False	False	False	new spelling not present in Lexique383 corpus, no lemma clash possible
mangeure	mangeüre	trema	False	False	False	False	neither spelling present in Lexique383 corpus
plingeure	plingeüre	trema	False	False	False	False	neither spelling present in Lexique383 corpus
rongeure	rongeüre	trema	False	False	False	False	neither spelling present in Lexique383 corpus
vergeure	vergeüre	trema	False	False	False	False	neither spelling present in Lexique383 corpus
boutillier	boutiller	illier_illiere	True	True	False	False	
joaillier	joailler	illier_illiere	True	True	False	False	
quincaillier	quincailler	illier_illiere	True	True	False	False	
serpillière	serpillère	illier_illiere	True	True	False	False	
abeillier	abeiller	illier_illiere	False	False	False	False	neither spelling present in Lexique383 corpus
bouteillier	bouteiller	illier_illiere	False	False	False	False	neither spelling present in Lexique383 corpus
ouillière	ouillère	illier_illiere	False	False	False	False	neither spelling present in Lexique383 corpus
aiguillier	aiguiller	illier_illiere	False	False	False	False	old spelling not present in Lexique383 corpus, nothing to rewrite (new spelling already the only one attested)
quillier	quiller	illier_illiere	False	False	False	False	old spelling not present in Lexique383 corpus, nothing to rewrite (new spelling already the only one attested)
cocotter	cocoter	olle_otter	True	True	False	False	
dansotter	dansoter	olle_otter	True	True	False	False	
dégotter	dégoter	olle_otter	True	True	False	False	
fayotter	fayoter	olle_otter	True	True	False	False	
grolle	grole	olle_otter	True	True	False	False	
guibolle	guibole	olle_otter	True	True	False	False	
margotter	margoter	olle_otter	True	True	False	False	
mariolle	mariole	olle_otter	True	True	False	False	
ballottage	ballotage	olle_otter	True	True	False	False	
ballottement	ballotement	olle_otter	True	True	False	False	
ballotter	balloter	olle_otter	True	True	False	False	
ballottine	ballotine	olle_otter	True	True	False	False	
barcarolle	barcarole	olle_otter	True	True	False	False	
boulotter	bouloter	olle_otter	True	True	False	False	
cachotterie	cachoterie	olle_otter	True	True	False	False	
cachottier	cachotier	olle_otter	True	True	False	False	
corollaire	corolaire	olle_otter	True	True	False	False	
corolle	corole	olle_otter	True	True	False	False	
frisotter	frisoter	olle_otter	True	True	False	False	
frisottis	frisotis	olle_otter	True	True	False	False	
fumerolle	fumerole	olle_otter	True	True	False	False	
garrotter	garroter	olle_otter	True	True	False	False	
girolle	girole	olle_otter	True	True	False	False	
grelottement	grelotement	olle_otter	True	True	False	False	
grelotter	greloter	olle_otter	True	True	False	False	
muserolle	muserole	olle_otter	True	True	False	False	
roulotter	rouloter	olle_otter	True	True	False	False	
rousserolle	rousserole	olle_otter	True	True	False	False	
tartignolle	tartignole	olle_otter	True	True	False	False	
trolle	trole	olle_otter	True	True	False	False	
arolle	arole	olle_otter	False	False	False	False	neither spelling present in Lexique383 corpus
barquerolle	barquerole	olle_otter	False	False	False	False	neither spelling present in Lexique383 corpus
bouterolle	bouterole	olle_otter	False	False	False	False	neither spelling present in Lexique383 corpus
fusarolle	fusarole	olle_otter	False	False	False	False	neither spelling present in Lexique383 corpus
garrottage	garrotage	olle_otter	False	False	False	False	neither spelling present in Lexique383 corpus
lignerolle	lignerole	olle_otter	False	False	False	False	neither spelling present in Lexique383 corpus
mangeotter	mangeoter	olle_otter	False	False	False	False	neither spelling present in Lexique383 corpus
moucherolle	moucherole	olle_otter	False	False	False	False	neither spelling present in Lexique383 corpus
tavaïolle	tavaïole	olle_otter	False	False	False	False	neither spelling present in Lexique383 corpus
yoyotter	yoyoter	olle_otter	False	False	False	False	neither spelling present in Lexique383 corpus
absous	absout	autres_rectifications	False	False	False	False	handled by a dedicated gram_cat=="VER"-gated mechanism in lexique.py (APPLY_1990_REFORM_ABSOUS_DISSOUS), not the generic ortho-rewrite mechanism, since "absous" is also a separate ADJ-tagged row at the same spelling -- see lexique.py's comment above that flag. Confirmed minimal/unconditional by the OQLF's Banque de dépannage linguistique: "absout, p. p. -- Du verbe absoudre", no caveat. The ADJ row itself is deliberately left untouched (no sourced basis to rewrite it).
acupuncture	acuponcture	autres_rectifications	True	True	False	False	
allô	allo	autres_rectifications	True	True	False	False	
